,BASIN,CYCLONE NO,DATE,TECHNUM,TECH,TAU,LAT,LON,VMAX,MSLP,TYPE,RAD,WINDCODE,RAD1,RAD2,RAD3,RAD4,P Outer,R Outer,RMW,GUSTS,EYE,SUBREGION,MAXSEAS,INITIALS,DIR,SPEED,NAME,DEPTH,SEAS,SEASCODE,SEAS1,SEAS2,SEAS3,SEAS4,TIME
140,EP,08,2020-07-27 06:00:00,,BEST,0,223N,1581W,80,987,HU,34,NEQ,100,50,50,90,1012,150,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,190,100,125,200,6
141,EP,08,2020-07-27 06:00:00,,BEST,0,223N,1581W,80,987,HU,50,NEQ,40,30,30,50,1012,150,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,190,100,125,200,6
142,EP,08,2020-07-27 06:00:00,,BEST,0,223N,1581W,80,987,HU,64,NEQ,20,20,10,20,1012,150,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,190,100,125,200,6
143,EP,08,2020-07-27 12:00:00,,BEST,0,227N,1597W,80,987,HU,34,NEQ,90,40,30,90,1012,120,10,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,200,120,120,200,12
144,EP,08,2020-07-27 12:00:00,,BEST,0,227N,1597W,80,987,HU,50,NEQ,40,25,20,40,1012,120,10,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,200,120,120,200,12
145,EP,08,2020-07-27 12:00:00,,BEST,0,227N,1597W,80,987,HU,64,NEQ,20,15,10,20,1012,120,10,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,200,120,120,200,12
146,EP,08,2020-07-27 18:00:00,,BEST,0,228N,1614W,70,992,HU,34,NEQ,90,40,30,90,1012,120,10,85,0,E,0,,0,0,DOUGLAS,D,12,NEQ,210,120,120,210,18
147,EP,08,2020-07-27 18:00:00,,BEST,0,228N,1614W,70,992,HU,50,NEQ,40,20,15,40,1012,120,10,85,0,E,0,,0,0,DOUGLAS,D,12,NEQ,210,120,120,210,18
148,EP,08,2020-07-27 18:00:00,,BEST,0,228N,1614W,70,992,HU,64,NEQ,10,0,0,10,1012,120,10,85,0,E,0,,0,0,DOUGLAS,D,12,NEQ,210,120,120,210,18
149,EP,08,2020-07-28 00:00:00,,BEST,0,229N,1628W,60,996,TS,34,NEQ,90,40,30,90,1012,120,10,75,0,E,0,,0,0,DOUGLAS,D,12,NEQ,210,120,120,210,0
150,EP,08,2020-07-28 00:00:00,,BEST,0,229N,1628W,60,996,TS,50,NEQ,40,20,15,40,1012,120,10,75,0,E,0,,0,0,DOUGLAS,D,12,NEQ,210,120,120,210,0
151,EP,08,2020-07-28 06:00:00,,BEST,0,232N,1642W,50,999,TS,34,NEQ,130,40,30,130,1014,120,25,60,0,E,0,,0,0,DOUGLAS,M,12,NEQ,210,120,120,210,6
152,EP,08,2020-07-28 06:00:00,,BEST,0,232N,1642W,50,999,TS,50,NEQ,50,10,0,40,1014,120,25,60,0,E,0,,0,0,DOUGLAS,M,12,NEQ,210,120,120,210,6
153,EP,08,2020-07-28 12:00:00,,BEST,0,238N,1657W,45,1003,TS,34,NEQ,120,0,0,120,1015,100,25,55,0,E,0,,0,0,DOUGLAS,M,12,NEQ,240,120,120,210,12
154,EP,08,2020-07-28 18:00:00,,BEST,0,242N,1677W,40,1006,TS,34,NEQ,110,0,0,110,1015,100,40,50,0,E,0,,0,0,DOUGLAS,M,12,NEQ,240,120,120,210,18
155,EP,08,2020-07-29 00:00:00,,BEST,0,244N,1699W,40,1006,TS,34,NEQ,110,0,0,80,1015,100,40,50,0,E,0,,0,0,DOUGLAS,S,12,NEQ,240,120,120,210,0
156,EP,08,2020-07-29 06:00:00,,BEST,0,246N,1721W,35,1010,TS,34,NEQ,60,0,0,60,1016,80,40,45,0,E,0,,0,0,DOUGLAS,S,12,NEQ,240,120,120,210,6
157,EP,08,2020-07-29 12:00:00,,BEST,0,246N,1744W,30,1012,LO,0,,0,0,0,0,1016,80,60,40,0,E,0,,0,0,DOUGLAS,S,12,NEQ,240,90,90,240,12
158,EP,08,2020-07-29 18:00:00,,BEST,0,248N,1764W,30,1013,LO,0,,0,0,0,0,1016,80,60,0,0,E,0,,0,0,DOUGLAS,S,0,,0,0,0,0,18
159,EP,08,2020-07-30 00:00:00,,BEST,0,250N,1781W,30,1013,LO,34,NEQ,0,0,0,0,1016,75,60,0,0,E,0,,0,0,DOUGLAS,S,0,,0,0,0,0,0
160,EP,04,2020-06-29 18:00:00,,BEST,0,199N,1121W,25,1006,TD,0,,0,0,0,0,1008,200,60,40,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,18
161,EP,04,2020-06-30 00:00:00,,BEST,0,203N,1125W,25,1006,TD,0,,0,0,0,0,1008,200,60,40,0,E,0,,0,0,FOUR,M,0,,0,0,0,0,0
162,EP,04,2020-06-30 06:00:00,,BEST,0,205N,1128W,25,1006,TD,0,,0,0,0,0,1008,200,60,35,0,E,0,,0,0,FOUR,S,0,,0,0,0,0,6
163,EP,04,2020-06-30 12:00:00,,BEST,0,207N,1129W,25,1006,TD,0,,0,0,0,0,1008,200,60,35,0,E,0,,0,0,FOUR,S,0,,0,0,0,0,12
164,EP,04,2020-06-30 18:00:00,,BEST,0,209N,1129W,25,1006,LO,0,,0,0,0,0,1008,200,60,35,0,E,0,,0,0,FOUR,S,0,,0,0,0,0,18
165,EP,04,2020-07-01 00:00:00,,BEST,0,211N,1129W,20,1007,LO,0,,0,0,0,0,1008,200,60,0,0,,0,,0,0,FOUR,,0,,0,0,0,0,0
166,EP,04,2020-07-01 06:00:00,,BEST,0,213N,1129W,20,1007,LO,0,,0,0,0,0,1008,200,60,0,0,,0,,0,0,FOUR,,0,,0,0,0,0,6
167,AL,12,2020-08-14 12:00:00,,BEST,0,366N,742W,35,1008,TS,34,NEQ,0,90,0,0,1015,160,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
168,AL,12,2020-08-14 18:00:00,,BEST,0,374N,726W,35,1007,TS,34,NEQ,0,90,0,0,1015,160,60,45,0,L,0,,0,0,KYLE,M,0,,0,0,0,0,18
169,AL,12,2020-08-15 00:00:00,,BEST,0,380N,710W,40,1005,TS,34,NEQ,0,90,0,0,1013,150,60,45,0,L,0,,0,0,KYLE,M,12,NEQ,0,90,60,0,0
170,AL,12,2020-08-15 06:00:00,,BEST,0,384N,691W,45,1003,TS,34,NEQ,70,70,0,0,1013,150,40,50,0,L,0,,0,0,KYLE,M,12,NEQ,0,90,60,0,6
171,AL,12,2020-08-15 12:00:00,,BEST,0,388N,667W,45,1000,TS,34,NEQ,70,70,0,0,1012,150,40,55,0,L,0,,0,0,KYLE,M,12,NEQ,0,90,60,0,12
172,AL,12,2020-08-15 18:00:00,,BEST,0,393N,642W,40,1001,TS,34,NEQ,150,70,0,0,1012,150,50,55,0,L,0,,0,0,KYLE,M,12,NEQ,60,120,120,0,18
173,AL,12,2020-08-16 00:00:00,,BEST,0,397N,616W,35,1003,EX,34,NEQ,120,100,80,120,1012,150,60,50,0,L,0,,0,0,KYLE,M,12,NEQ,120,150,150,120,0
174,AL,A0,2020-05-13 18:00:00,,BEST,0,234N,836W,20,1013,DB,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,18
175,AL,A0,2020-05-14 00:00:00,,BEST,0,234N,830W,25,1013,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS001,,0,,0,0,0,0,0
176,AL,A0,2020-05-14 06:00:00,,BEST,0,234N,824W,25,1013,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS001,,0,,0,0,0,0,6
177,AL,A0,2020-05-14 12:00:00,,BEST,0,235N,818W,25,1013,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS001,,0,,0,0,0,0,12
178,AL,A0,2020-05-14 18:00:00,,BEST,0,237N,816W,30,1013,DB,0,,0,0,0,0,1014,90,60,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
179,AL,A0,2020-05-15 00:00:00,,BEST,0,238N,815W,30,1013,DB,0,,0,0,0,0,1014,90,60,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
180,AL,A0,2020-05-15 06:00:00,,BEST,0,239N,813W,30,1013,DB,0,,0,0,0,0,1014,90,60,0,0,,0,,0,0,INVEST,,0,,0,0,0,0,6
181,AL,A0,2020-05-15 12:00:00,,BEST,0,240N,811W,30,1012,DB,0,,0,0,0,0,1013,120,60,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
182,AL,A0,2020-05-15 18:00:00,,BEST,0,242N,807W,25,1011,DB,0,,0,0,0,0,1013,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
183,AL,A0,2020-05-16 00:00:00,,BEST,0,249N,801W,25,1010,DB,0,,0,0,0,0,1012,180,120,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
184,AL,A0,2020-05-16 06:00:00,,BEST,0,258N,796W,25,1009,DB,0,,0,0,0,0,1012,180,120,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
185,AL,A0,2020-05-16 12:00:00,,BEST,0,269N,793W,30,1008,LO,0,,0,0,0,0,1012,180,120,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
186,AL,A0,2020-05-16 18:00:00,,BEST,0,280N,788W,30,1008,LO,34,NEQ,0,0,0,0,1012,150,40,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,18
187,EP,21,2020-11-17 12:00:00,,BEST,0,147N,1119W,25,1008,LO,0,,0,0,0,0,1010,150,70,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,12
188,EP,21,2020-11-17 18:00:00,,BEST,0,150N,1129W,30,1007,TD,0,,0,0,0,0,1010,150,60,40,0,E,0,,0,0,TWENTY-ONE,S,0,,0,0,0,0,18
189,EP,21,2020-11-18 00:00:00,,BEST,0,154N,1138W,35,1006,TS,34,NEQ,30,0,0,0,1010,150,30,40,0,E,0,,0,0,TWENTY-ONE,S,0,,0,0,0,0,0
190,EP,21,2020-11-18 06:00:00,,BEST,0,157N,1147W,35,1005,TS,34,NEQ,30,0,0,0,1010,150,30,40,0,E,0,,0,0,TWENTY-ONE,S,0,,0,0,0,0,6
191,EP,21,2020-11-18 12:00:00,,BEST,0,160N,1156W,40,1004,TS,34,NEQ,30,20,0,0,1010,120,30,50,0,E,0,,0,0,POLO,S,0,,0,0,0,0,12
192,EP,21,2020-11-18 18:00:00,,BEST,0,164N,1167W,40,1004,TS,34,NEQ,30,20,0,0,1010,120,30,50,0,E,0,,0,0,POLO,M,0,,0,0,0,0,18
193,EP,21,2020-11-19 00:00:00,,BEST,0,168N,1178W,40,1004,TS,34,NEQ,30,20,0,0,1010,120,20,50,0,E,0,,0,0,POLO,M,12,NEQ,30,30,0,0,0
194,EP,21,2020-11-19 06:00:00,,BEST,0,170N,1188W,35,1005,TS,34,NEQ,30,0,0,0,1010,120,30,45,0,E,0,,0,0,POLO,M,12,NEQ,30,30,0,0,6
195,EP,21,2020-11-19 12:00:00,,BEST,0,170N,1198W,30,1007,TD,0,,0,0,0,0,1011,90,30,40,0,E,0,,0,0,POLO,M,0,,0,0,0,0,12
196,EP,21,2020-11-19 18:00:00,,BEST,0,169N,1208W,30,1007,LO,0,,0,0,0,0,1011,90,30,40,0,E,0,,0,0,POLO,M,0,,0,0,0,0,18
197,EP,21,2020-11-20 00:00:00,,BEST,0,168N,1217W,30,1008,LO,0,,0,0,0,0,1011,90,30,0,0,,0,,0,0,POLO,,0,,0,0,0,0,0
198,EP,21,2020-11-20 06:00:00,,BEST,0,167N,1226W,30,1008,LO,0,,0,0,0,0,1011,90,30,0,0,,0,,0,0,POLO,,0,,0,0,0,0,6
199,EP,21,2020-11-20 12:00:00,,BEST,0,167N,1237W,30,1009,LO,0,,0,0,0,0,1011,90,30,0,0,,0,,0,0,POLO,,0,,0,0,0,0,12
200,EP,21,2020-11-20 18:00:00,,BEST,0,166N,1248W,25,1010,LO,0,,0,0,0,0,1011,90,30,0,0,,0,,0,0,POLO,,0,,0,0,0,0,18
201,EP,21,2020-11-21 00:00:00,,BEST,0,164N,1260W,25,1010,LO,0,,0,0,0,0,1011,90,30,0,0,,0,,0,0,POLO,,0,,0,0,0,0,0
202,EP,07,2020-07-19 12:00:00,,BEST,0,152N,1264W,25,1008,LO,0,,0,0,0,0,1011,120,40,0,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,12
203,EP,07,2020-07-19 18:00:00,,BEST,0,161N,1271W,25,1008,LO,0,,0,0,0,0,1011,120,40,0,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,18
204,EP,07,2020-07-20 00:00:00,,BEST,0,170N,1280W,30,1007,TD,0,,0,0,0,0,1011,120,40,0,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,0
205,EP,07,2020-07-20 06:00:00,,BEST,0,177N,1289W,30,1007,TD,0,,0,0,0,0,1011,120,30,40,0,E,0,,0,0,SEVEN,D,0,,0,0,0,0,6
206,EP,07,2020-07-20 12:00:00,,BEST,0,183N,1297W,35,1006,TS,34,NEQ,40,0,0,0,1013,120,30,40,0,E,0,,0,0,SEVEN,M,0,,0,0,0,0,12
207,EP,07,2020-07-20 18:00:00,,BEST,0,188N,1305W,35,1006,TS,34,NEQ,40,0,0,0,1014,120,30,40,0,E,0,,0,0,SEVEN,M,0,,0,0,0,0,18
208,EP,07,2020-07-21 00:00:00,,BEST,0,191N,1314W,35,1006,TS,34,NEQ,40,0,0,0,1014,120,30,40,0,E,0,,0,0,SEVEN,M,0,,0,0,0,0,0
209,EP,07,2020-07-21 06:00:00,,BEST,0,193N,1324W,35,1007,LO,34,NEQ,40,0,0,0,1014,120,30,40,0,E,0,,0,0,SEVEN,S,0,,0,0,0,0,6
210,EP,07,2020-07-21 12:00:00,,BEST,0,193N,1335W,30,1008,LO,0,,0,0,0,0,1014,120,30,40,0,E,0,,0,0,SEVEN,S,0,,0,0,0,0,12
211,EP,07,2020-07-21 18:00:00,,BEST,0,191N,1346W,25,1009,LO,0,,0,0,0,0,1014,120,30,0,0,,0,,0,0,SEVEN,,0,,0,0,0,0,18
212,EP,20,2020-11-03 18:00:00,,BEST,0,137N,1155W,35,1006,TS,34,NEQ,100,80,0,0,1010,210,80,45,0,E,0,,0,0,TWENTY,M,0,,0,0,0,0,18
213,EP,20,2020-11-04 00:00:00,,BEST,0,144N,1167W,35,1006,TS,34,NEQ,100,80,0,0,1010,210,80,45,0,E,0,,0,0,ODALYS,M,12,NEQ,90,90,0,0,0
214,EP,20,2020-11-04 06:00:00,,BEST,0,152N,1180W,35,1005,TS,34,NEQ,120,80,0,0,1010,210,70,45,0,E,0,,0,0,ODALYS,M,12,NEQ,150,120,0,0,6
215,EP,20,2020-11-04 12:00:00,,BEST,0,162N,1191W,40,1003,TS,34,NEQ,120,80,0,90,1010,210,70,45,0,E,0,,0,0,ODALYS,M,12,NEQ,180,150,0,0,12
216,EP,20,2020-11-04 18:00:00,,BEST,0,172N,1203W,40,1002,TS,34,NEQ,120,80,0,100,1009,200,70,50,0,E,0,,0,0,ODALYS,M,12,NEQ,180,150,0,0,18
217,EP,20,2020-11-05 00:00:00,,BEST,0,177N,1212W,45,1000,TS,34,NEQ,120,70,0,100,1009,200,60,50,0,E,0,,0,0,ODALYS,M,12,NEQ,150,120,0,75,0
218,EP,20,2020-11-05 06:00:00,,BEST,0,180N,1219W,45,1000,TS,34,NEQ,130,0,0,100,1009,200,60,55,0,E,0,,0,0,ODALYS,M,12,NEQ,150,120,0,75,6
219,EP,20,2020-11-05 12:00:00,,BEST,0,183N,1225W,40,1001,TS,34,NEQ,130,0,0,100,1009,170,60,55,0,E,0,,0,0,ODALYS,M,12,NEQ,150,120,45,120,12
220,EP,20,2020-11-05 18:00:00,,BEST,0,186N,1232W,35,1002,LO,34,NEQ,100,0,0,100,1009,170,70,45,0,E,0,,0,0,ODALYS,S,12,NEQ,180,90,120,180,18
221,EP,20,2020-11-06 00:00:00,,BEST,0,186N,1240W,30,1005,LO,0,,0,0,0,0,1009,170,70,40,0,E,0,,0,0,ODALYS,S,0,,0,0,0,0,0
222,EP,20,2020-11-06 06:00:00,,BEST,0,185N,1247W,30,1005,LO,0,,0,0,0,0,1009,170,70,0,0,,0,,0,0,ODALYS,,0,,0,0,0,0,6
223,EP,20,2020-11-06 12:00:00,,BEST,0,181N,1254W,30,1006,LO,0,,0,0,0,0,1009,150,80,0,0,,0,,0,0,ODALYS,,0,,0,0,0,0,12
224,EP,20,2020-11-06 18:00:00,,BEST,0,176N,1260W,25,1008,LO,0,,0,0,0,0,1011,150,80,0,0,,0,,0,0,ODALYS,,0,,0,0,0,0,18
225,EP,20,2020-11-07 00:00:00,,BEST,0,170N,1263W,25,1008,LO,0,,0,0,0,0,1011,150,90,0,0,,0,,0,0,ODALYS,,0,,0,0,0,0,0
226,EP,20,2020-11-07 06:00:00,,BEST,0,164N,1267W,25,1008,LO,0,,0,0,0,0,1011,150,100,0,0,,0,,0,0,ODALYS,,0,,0,0,0,0,6
227,EP,20,2020-11-07 12:00:00,,BEST,0,160N,1272W,25,1008,LO,0,,0,0,0,0,1011,150,100,0,0,,0,,0,0,ODALYS,,0,,0,0,0,0,12
228,EP,20,2020-11-07 18:00:00,,BEST,0,156N,1277W,20,1009,LO,0,,0,0,0,0,1011,150,100,0,0,,0,,0,0,ODALYS,,0,,0,0,0,0,18
229,EP,B9,2020-07-17 18:00:00,,BEST,0,111N,1179W,20,1009,DB,0,,0,0,0,0,1010,100,50,0,0,,0,,0,0,GENESIS013,,0,,0,0,0,0,18
230,EP,B9,2020-07-18 00:00:00,,BEST,0,119N,1194W,20,1009,DB,0,,0,0,0,0,1010,100,50,0,0,,0,,0,0,GENESIS013,,0,,0,0,0,0,0
231,EP,B9,2020-07-18 06:00:00,,BEST,0,126N,1207W,20,1009,DB,0,,0,0,0,0,1010,100,50,0,0,,0,,0,0,GENESIS013,,0,,0,0,0,0,6
232,EP,B9,2020-07-18 12:00:00,,BEST,0,133N,1219W,20,1009,DB,0,,0,0,0,0,1010,100,50,0,0,,0,,0,0,GENESIS013,,0,,0,0,0,0,12
233,EP,B9,2020-07-18 18:00:00,,BEST,0,139N,1231W,20,1009,DB,0,,0,0,0,0,1010,100,50,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,18
234,EP,B9,2020-07-19 00:00:00,,BEST,0,143N,1243W,25,1008,LO,0,,0,0,0,0,1010,100,40,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,0
235,EP,B9,2020-07-19 06:00:00,,BEST,0,147N,1254W,25,1007,LO,0,,0,0,0,0,1010,100,40,0,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,6
236,EP,B9,2020-07-19 12:00:00,,BEST,0,152N,1264W,25,1007,LO,0,,0,0,0,0,1011,120,40,0,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,12
237,EP,B9,2020-07-19 18:00:00,,BEST,0,161N,1271W,25,1008,LO,0,,0,0,0,0,1011,120,40,0,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,18
238,EP,B9,2020-07-20 00:00:00,,BEST,0,170N,1280W,30,1007,LO,0,,0,0,0,0,1011,120,40,0,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,0
239,EP,B9,2020-07-20 06:00:00,,BEST,0,177N,1289W,30,1007,TD,0,,0,0,0,0,1011,120,30,40,0,E,0,,0,0,SEVEN,D,0,,0,0,0,0,6
240,EP,B9,2020-07-20 12:00:00,,BEST,0,184N,1298W,30,1008,TD,34,NEQ,0,0,0,0,1013,120,30,0,0,E,0,,0,0,SEVEN,M,0,,0,0,0,0,12
241,EP,06,2020-07-13 12:00:00,,BEST,0,166N,1104W,30,1007,TD,34,NEQ,0,0,0,0,1011,100,25,40,0,E,0,,0,0,INVEST,D,0,,0,0,0,0,12
242,EP,06,2020-07-13 18:00:00,,BEST,0,166N,1119W,30,1007,TD,34,NEQ,0,0,0,0,1011,100,25,40,0,E,0,,0,0,SIX,D,0,,0,0,0,0,18
243,EP,06,2020-07-14 00:00:00,,BEST,0,169N,1133W,30,1007,TD,34,NEQ,0,0,0,0,1011,100,25,40,0,E,0,,0,0,SIX,M,0,,0,0,0,0,0
244,EP,06,2020-07-14 06:00:00,,BEST,0,172N,1145W,25,1008,TD,34,NEQ,0,0,0,0,1011,100,20,35,0,E,0,,0,0,SIX,S,0,,0,0,0,0,6
245,EP,06,2020-07-14 12:00:00,,BEST,0,178N,1158W,25,1008,TD,34,NEQ,0,0,0,0,1011,90,20,35,0,E,0,,0,0,SIX,S,0,,0,0,0,0,12
246,AL,28,2020-10-24 12:00:00,,BEST,0,184N,826W,25,1007,TD,0,,0,0,0,0,1010,180,120,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
247,AL,28,2020-10-24 18:00:00,,BEST,0,182N,830W,30,1006,TD,0,,0,0,0,0,1009,180,100,35,0,L,0,,0,0,TWENTY-EIG,M,0,,0,0,0,0,18
248,AL,28,2020-10-25 00:00:00,,BEST,0,180N,832W,35,1005,TS,34,NEQ,0,60,0,0,1009,180,60,40,0,L,0,,0,0,TWENTY-EIG,M,0,,0,0,0,0,0
249,AL,28,2020-10-25 06:00:00,,BEST,0,177N,835W,40,1004,TS,34,NEQ,0,70,0,0,1009,180,70,45,0,L,0,,0,0,ZETA,M,0,,0,0,0,0,6
250,AL,28,2020-10-25 12:00:00,,BEST,0,178N,836W,45,1003,TS,34,NEQ,0,70,0,0,1009,180,70,45,0,L,0,,0,0,ZETA,M,0,,0,0,0,0,12
251,AL,28,2020-10-25 18:00:00,,BEST,0,180N,837W,50,1000,TS,34,NEQ,60,100,60,0,1008,180,70,55,0,L,0,,0,0,ZETA,M,0,,0,0,0,0,18
252,AL,28,2020-10-25 18:00:00,,BEST,0,180N,837W,50,1000,TS,50,NEQ,0,70,0,0,1008,180,70,55,0,L,0,,0,0,ZETA,M,0,,0,0,0,0,18
253,AL,28,2020-10-26 00:00:00,,BEST,0,182N,838W,55,996,TS,34,NEQ,60,100,70,50,1009,200,50,60,0,L,0,,0,0,ZETA,M,0,,0,0,0,0,0
254,AL,28,2020-10-26 00:00:00,,BEST,0,182N,838W,55,996,TS,50,NEQ,0,50,0,0,1009,200,50,60,0,L,0,,0,0,ZETA,M,0,,0,0,0,0,0
255,AL,28,2020-10-26 06:00:00,,BEST,0,185N,841W,65,993,HU,34,NEQ,60,100,70,50,1008,180,30,65,0,L,0,,0,0,ZETA,D,12,NEQ,60,30,0,30,6
256,AL,28,2020-10-26 06:00:00,,BEST,0,185N,841W,65,993,HU,50,NEQ,40,50,0,0,1008,180,30,65,0,L,0,,0,0,ZETA,D,12,NEQ,60,30,0,30,6
257,AL,28,2020-10-26 06:00:00,,BEST,0,185N,841W,65,993,HU,64,NEQ,20,0,0,0,1008,180,30,65,0,L,0,,0,0,ZETA,D,12,NEQ,60,30,0,30,6
258,AL,28,2020-10-26 12:00:00,,BEST,0,189N,848W,65,990,HU,34,NEQ,80,100,50,50,1009,180,30,75,0,L,0,,0,0,ZETA,D,12,NEQ,60,30,0,30,12
259,AL,28,2020-10-26 12:00:00,,BEST,0,189N,848W,65,990,HU,50,NEQ,50,50,0,0,1009,180,30,75,0,L,0,,0,0,ZETA,D,12,NEQ,60,30,0,30,12
260,AL,28,2020-10-26 12:00:00,,BEST,0,189N,848W,65,990,HU,64,NEQ,20,0,0,0,1009,180,30,75,0,L,0,,0,0,ZETA,D,12,NEQ,60,30,0,30,12
261,AL,28,2020-10-26 18:00:00,,BEST,0,194N,857W,70,984,HU,34,NEQ,100,100,50,70,1008,150,20,85,0,L,0,,0,0,ZETA,D,12,NEQ,90,60,30,60,18
262,AL,28,2020-10-26 18:00:00,,BEST,0,194N,857W,70,984,HU,50,NEQ,50,50,20,40,1008,150,20,85,0,L,0,,0,0,ZETA,D,12,NEQ,90,60,30,60,18
263,AL,28,2020-10-26 18:00:00,,BEST,0,194N,857W,70,984,HU,64,NEQ,20,20,0,0,1008,150,20,85,0,L,0,,0,0,ZETA,D,12,NEQ,90,60,30,60,18
264,AL,28,2020-10-27 00:00:00,,BEST,0,199N,866W,70,980,HU,34,NEQ,120,110,60,70,1008,150,20,85,0,L,0,,0,0,ZETA,D,12,NEQ,90,60,30,60,0
265,AL,28,2020-10-27 00:00:00,,BEST,0,199N,866W,70,980,HU,50,NEQ,70,70,20,40,1008,150,20,85,0,L,0,,0,0,ZETA,D,12,NEQ,90,60,30,60,0
266,AL,28,2020-10-27 00:00:00,,BEST,0,199N,866W,70,980,HU,64,NEQ,40,40,0,0,1008,150,20,85,0,L,0,,0,0,ZETA,D,12,NEQ,90,60,30,60,0
267,AL,28,2020-10-27 03:00:00,55,BEST,0,204N,874W,75,977,HU,34,NEQ,120,110,60,70,1008,150,20,0,0,,0,,0,0,ZETA,,0,,0,0,0,0,3
268,AL,28,2020-10-27 03:00:00,55,BEST,0,204N,874W,75,977,HU,50,NEQ,70,70,20,40,1008,150,20,0,0,,0,,0,0,ZETA,,0,,0,0,0,0,3
269,AL,28,2020-10-27 03:00:00,55,BEST,0,204N,874W,75,977,HU,64,NEQ,40,40,0,0,1008,150,20,0,0,,0,,0,0,ZETA,,0,,0,0,0,0,3
270,AL,28,2020-10-27 06:00:00,,BEST,0,206N,879W,65,981,HU,34,NEQ,120,120,60,70,1008,150,20,80,0,L,0,,0,0,ZETA,D,12,NEQ,120,90,30,30,6
271,AL,28,2020-10-27 06:00:00,,BEST,0,206N,879W,65,981,HU,50,NEQ,70,70,20,40,1008,150,20,80,0,L,0,,0,0,ZETA,D,12,NEQ,120,90,30,30,6
272,AL,28,2020-10-27 06:00:00,,BEST,0,206N,879W,65,981,HU,64,NEQ,20,0,0,0,1008,150,20,80,0,L,0,,0,0,ZETA,D,12,NEQ,120,90,30,30,6
273,AL,28,2020-10-27 12:00:00,,BEST,0,213N,890W,60,985,TS,34,NEQ,120,120,60,70,1008,150,20,75,0,L,0,,0,0,ZETA,D,12,NEQ,150,120,0,0,12
274,AL,28,2020-10-27 12:00:00,,BEST,0,213N,890W,60,985,TS,50,NEQ,70,70,20,40,1008,150,20,75,0,L,0,,0,0,ZETA,D,12,NEQ,150,120,0,0,12
275,AL,28,2020-10-27 18:00:00,,BEST,0,222N,900W,55,988,TS,34,NEQ,120,120,60,70,1008,150,20,65,0,L,0,,0,0,ZETA,D,12,NEQ,180,0,0,30,18
276,AL,28,2020-10-27 18:00:00,,BEST,0,222N,900W,55,988,TS,50,NEQ,70,70,20,40,1008,150,20,65,0,L,0,,0,0,ZETA,D,12,NEQ,180,0,0,30,18
277,AL,28,2020-10-28 00:00:00,,BEST,0,232N,908W,55,990,TS,34,NEQ,120,120,60,70,1008,160,30,65,0,L,0,,0,0,ZETA,D,12,NEQ,180,60,30,60,0
278,AL,28,2020-10-28 00:00:00,,BEST,0,232N,908W,55,990,TS,50,NEQ,60,60,20,40,1008,160,30,65,0,L,0,,0,0,ZETA,D,12,NEQ,180,60,30,60,0
279,AL,28,2020-10-28 06:00:00,,BEST,0,244N,915W,65,984,HU,34,NEQ,120,130,40,60,1009,200,30,0,0,L,0,,0,0,ZETA,D,0,,0,0,0,0,6
280,AL,28,2020-10-28 06:00:00,,BEST,0,244N,915W,65,984,HU,50,NEQ,60,60,20,20,1009,200,30,0,0,L,0,,0,0,ZETA,D,0,,0,0,0,0,6
281,AL,28,2020-10-28 06:00:00,,BEST,0,244N,915W,65,984,HU,64,NEQ,30,30,0,0,1009,200,30,0,0,L,0,,0,0,ZETA,D,0,,0,0,0,0,6
